2556	We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial	Article 98 Agreements are unlikely to be needed	supports
2557	We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial	Article 98 Agreements are a crucial tool in maintaining American national sovereignty	refutes
2558	We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial	National sovereignty is dependent on Article 98.	refutes
2559	We should pull out of the Article 98 Agreements that prevent US soldiers from being sent to the ICC for trial	To have national sovereignty we must follow Article 98.	refutes
2560	Dictatorship is the best path to development	Social stability through the use of dictatorships.	supports
2561	Dictatorship is the best path to development	Dictatorships can prevent social unrest	supports
2562	Dictatorship is the best path to development	Society is put at ease when everyone is as equally under the thumb of the dictator as everyone else.	supports
2563	Dictatorship is the best path to development	Dictatorship helps achieve social stability	supports
2564	Dictatorship is the best path to development	Democracy acts in the interest of the general population, which is good for development	refutes
2565	Dictatorship is the best path to development	Dictatorships assure low cost political stability	supports
2566	Dictatorship is the best path to development	Dictatorships offer political stability by eliminating competition.	supports
2567	Dictatorship is the best path to development	Development occurs when a dictatorship revert into democracy	refutes
2568	Dictatorship is the best path to development	Democratic rule of law is the best ground for political stability and growth	refutes
2569	Dictatorship is the best path to development	Democracy lets a country grow naturaly	refutes
2570	Dictatorship is the best path to development	Dictatorship outperforms democracy in growth and economic develpment	supports
2571	Dictatorship is the best path to development	The loger lasting and biggest economic miracles  have ocurred under dictatorships	supports
2572	Dictatorship is the best path to development	Democracies can't mobilize a country as fast as a dictatorship can.	supports
2573	Dictatorship is the best path to development	In order to develop quickly, a dictator must be in power to sped things up.	supports
2574	Dictatorship is the best path to development	A dictatorship breeds order and it's a needed step for both development and liberal democracy	supports
